expression,thermostability,specific activity,split,num_mutations
0.84,3.311,1.208,train,6
0.711,2.717,1.139,train,5
0.744,2.452,1.383,train,5
1.021,3.339,1.474,train,5
0.561,2.998,0.937,test,5
0.131,1.455,0.114,train,2
0.411,1.636,0.237,test,4
0.347,2.005,0.282,train,4
0.723,1.778,0.509,test,4
0.978,2.304,1.136,test,4
0.141,1.757,0.14,test,5
0.503,2.366,0.471,test,2
0.91,2.475,1.31,train,3
0.614,2.457,0.899,train,3
0.781,2.275,1.192,train,4
0.227,1.409,0.304,train,3
1.166,2.361,2.064,train,5
1.064,2.595,1.651,train,5
0.794,2.378,1.456,train,5
1.036,2.34,2.051,train,6
1.021,2.817,1.203,test,3
0.763,3.033,1.113,train,4
0.601,2.104,0.852,test,5
0.344,1.422,0.309,train,5
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.31,0.26,0.48,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.5,0.44,0.89,train,1
0.34,0.05,0.47,train,1
0.4,0.05,0.77,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.42,0.05,0.71,train,1
0.88,0.89,0.99,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.35,0.27,1.1,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.77,0.84,1.08,train,1
0.7,0.47,0.75,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.2,0.05,0.87,train,1
1.11,0.93,0.9,train,1
0.05,0.05,0.05,train,1
0.06,0.93,2.86,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
1.11,0.86,0.89,train,1
0.99,0.99,0.92,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.35,1.01,1.01,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.47,1.03,1.07,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.59,0.86,1.16,train,1
0.39,0.98,0.99,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.92,1.13,0.79,train,1
0.1,0.6,1.63,train,1
0.29,1,0.99,train,1
0.94,1.11,1.25,train,1
0.384,3.699,1.486,train,2
0.822,4.567,2.222,train,5
0.485,5.033,1.681,train,3
0.193,4.475,1.602,train,4
1.27,8.345,2.145,train,4
0.852,7.721,1.887,test,5
1.92,7.475,2.534,test,5
0.903,5.726,2.022,train,6
1.376,8.336,3.035,test,6
0.928,3.877,1.626,train,3
0.923,4.249,2.006,train,4
0.596,6.148,2.532,train,5
0.854,5.726,1.953,train,7
0.806,6.506,2.198,train,8
0.879,9.691,1.142,test,7
1.157,9.784,2.089,test,8
1.623,10.306,3.634,test,7
2.447,9.513,3.395,test,7
0.8,4.96,1.799,train,4
0.967,8.127,2.179,train,5
0.587,5.502,1.151,train,5
3.194,8.284,3.638,test,6
0.156,4.032,0.76,train,6
1.788,7.744,2.219,train,7
1.23,5.813,2.41,train,5
1.241,7.65,2.255,train,4
0.688,7.796,0.241,train,5
0.78,11.269,1.033,test,8
0.671,7.959,2.272,test,7
0.826,7.947,2.504,test,8
0.537,7.899,2.725,test,10
0.9,7.725,2.364,test,7
1.544,9.928,3.283,test,9
2.889,8.557,3.267,test,6
0.773,6.696,1.64,train,7
1.116,7.901,1.929,test,6
0.603,5.547,2.413,train,5
0.29,6.75,0.585,train,5
0.582,3.913,1.372,train,3
1.288,4.156,2.034,test,3
0.855,3.869,1.325,train,3
0.272,,0.001,test,5
1.303,8.971,1.422,train,7
0.71,4.477,1.114,train,5
0.471,4.715,1.979,test,6
0.565,4.724,0.987,train,5
0.905,8.287,2.042,test,7
0.98,3.829,1.787,test,3
1.125,5.94,1.538,test,6
2.3,8.698,2.85,test,8
1.674,7.819,1.493,train,6
1.773,5.681,1.72,test,4
0.75,0.99,1.13,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.16,0.87,1.17,train,1
0.31,0.88,1.01,train,1
1.06,0.98,1.03,train,1
0.15,0.98,1.36,train,1
0.74,1.18,0.83,train,1
0.872,4.864,1.882314469,train,1
0.289,0.05,0.102,train,2
0.05,0.05,0.05,train,1
1.84,1.3,1.257219627,train,1
0.484,3.695,2.143,train,2
0.951,1.943,1.762,test,2
0.772,2.391,2.085,train,3
0.053,2.022,0.359,train,3
0.992,3.276,2.027,train,4
1.007,3.483,1.987,train,4
0.883,4.013,1.797,test,2
1.148,4.377,1.682,train,3
0.449,1.276,0.779,train,2
0.102,0.05,0.075,train,4
2.211,8.481,3.167,test,6
0.534,6.089,2.297,train,5
1.388,5.408,2.158,test,5
2.116,8.372,3.071,test,8
1.184,8.936,3.198,test,7
1.063,5.312,2.311,train,4
0.982,4.547,1.761,test,3
2.371,8.087,3.522,test,5
0.517,5.236,2.547,test,4
1.049,4.934,2.176,train,4
0.684,2.624,1.344,train,3
1.534,6.654,2.493,train,6
0.812,5.173,1.756,test,4
1.317,5.753,2.407,test,5
0.735,6.071,2.604,test,5
0.264,,0.035,train,7
0.639,4.845,2.262,test,3
0.921,5.752,1.269,train,3
1.303,7.576,1.861,train,7
0.898,4.139,1.865,train,2
0.645,4.703,2.144,train,3
0.05,0.05,0.176637153,train,1
0.712,0.072,0.117,train,2
0.14,0.05,0.031,train,2
0.2,0.31,1.46,train,1
0.412,0.05,0.463,test,2
0.05,0.05,0.05,train,1
1.67,0.96,0.96,train,1
0.311,2.152,0.609,train,2
0.295,,0.005,train,2
0.209,,0.004,train,2
1.44,1.39,1.06,train,1
0.528,3.146,1.255,train,2
0.187,2.717,0.249,train,2
0.366,3.268,1.449,train,2
0.05,0.05,0.05,train,1
0.13,0.7,0.29,train,1
0.642,2.329,1.621,train,2
0.05,0.05,0.05,train,1
0.369,,0.002,train,2
0.05,0.05,0.060166206,test,1
0.801,2.737,0.94,train,2
0.07,0.41,6.66,train,1
0.81,1.12,1.29,train,1
0.442,0.05,0.415,train,2
0.362,0.05,0.391,test,2
1.4,1.24,0.66,train,1
1.018,2.147,1.075,train,2
0.05,0.05,0.05,train,1
0.864,0.058,0.328,train,2
0.29,0.05,0.058,test,2
0.533,1.333,0.646,test,2
0.188,0.05,0.045,train,2
0.477,0.05,0.623,train,2
0.267,,0.016,train,2
0.05,0.05,0.05,train,1
0.16,0.05,0.99,train,1
0.14,0.14,0.92,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
1.2,0.82,0.63,train,1
0.91,0.15,0.47,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
1.2,0.96,0.84,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.23,0.14,1.28,train,1
0.05,0.05,0.05,train,1
0.7,0.08,0.73,train,1
0.05,0.05,0.05,train,1
0.31,0.05,0.9,train,1
0.11,0.15,0.78,train,1
1.12,0.77,0.93,train,1
0.05,0.05,0.05,train,1
0.64,0.05,0.86,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.41,0.05,1.12,train,1
0.83,0.43,0.96,train,1
0.24,0.05,0.89,train,1
0.34,0.05,0.68,train,1
1.2,0.05,0.76,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
1.2,0.05,0.87,train,1
0.32,0.05,0.61,train,1
0.5,0.05,0.4,train,1
0.09,0.34,0.28,train,1
1.17,0.05,0.88,train,1
1.09,0.05,0.71,train,1
0.24,0.05,0.49,train,1
0.68,0.05,0.42,train,1
0.75,0.05,0.63,train,1
0.96,0.05,0.68,train,1
1.07,0.05,0.68,train,1
1.31,0.05,0.47,train,1
0.97,0.05,0.84,train,1
0.68,0.05,0.95,train,1
0.75,0.05,0.92,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.09,0.05,0.98,train,1
0.07,0.05,0.84,train,1
0.05,0.05,0.05,train,1
0.67,0.05,1.55,train,1
0.71,0.05,1.01,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.23,0.05,0.57,train,1
0.64,0.05,0.58,train,1
0.9,0.99,1.09,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.41,0.69,1.03,train,1
0.14,0.73,1.69,train,1
0.05,0.05,0.05,train,1
0.14,0.92,0.88,train,1
0.41,0.49,1.52,train,1
0.06,0.4,1.19,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
1.01,0.98,0.88,train,1
1.08,0.97,1.03,train,1
0.13,0.59,0.96,train,1
0.05,0.05,0.05,train,1
0.1,0.74,1.21,train,1
0.05,0.05,0.05,train,1
0.2,0.65,1.15,train,1
0.32,0.74,1.09,train,1
0.09,0.89,8.09,train,1
0.05,0.05,0.05,train,1
0.12,0.3,1.71,train,1
0.74,0.05,0.82,train,1
0.76,0.05,0.79,train,1
0.58,0.05,0.9,train,1
0.38,0.05,0.72,train,1
0.95,0.05,0.66,train,1
0.62,0.05,0.19,train,1
0.64,0.05,0.47,train,1
0.13,0.05,1.21,train,1
1.08,0.46,1.28,train,1
1.2,0.05,0.95,train,1
0.59,0.05,0.46,train,1
0.06,0.05,0.05,train,1
0.6,0.05,0.44,train,1
0.28,0.05,0.05,train,1
0.77,0.05,0.7,train,1
0.97,0.05,1.18,train,1
0.85,0.73,0.05,train,1
0.61,0.05,0.05,train,1
0.59,0.05,0.22,train,1
0.35,0.11,0.8,train,1
0.33,0.61,1.16,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.44,0.39,0.99,train,1
0.75,0.57,0.91,train,1
0.1,0.05,1.17,train,1
0.1,0.05,1.16,train,1
0.43,0.47,1.25,train,1
0.09,0.05,1.26,train,1
0.23,0.05,0.93,train,1
0.15,0.05,0.79,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.15,0.05,1.01,train,1
0.13,0.05,0.98,train,1
0.27,0.06,0.95,train,1
0.99,0.85,0.93,train,1
1.18,0.97,0.91,train,1
0.32,0.16,0.94,train,1
0.41,0.45,1.07,train,1
0.09,0.44,1.16,train,1
0.53,0.78,0.96,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.94,0.95,0.98,train,1
0.36,0.63,1.01,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.1,0.51,1.12,train,1
0.05,0.05,0.05,train,1
0.06,0.46,1.14,train,1
0.36,0.71,0.93,train,1
0.93,0.97,0.92,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.76,0.65,0.75,train,1
0.58,0.63,0.88,train,1
0.05,0.43,0.98,train,1
0.07,0.17,1.28,train,1
0.05,0.05,0.05,train,1
0.08,0.06,0.97,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.6,0.76,1.2,train,1
0.31,0.41,0.93,train,1
0.28,0.31,1.08,train,1
0.05,0.05,0.05,train,1
0.09,0.05,1.15,train,1
0.05,0.05,0.05,train,1
0.26,0.14,0.95,train,1
0.88,0.24,0.81,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.06,0.75,2.09,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.08,0.77,2.66,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.06,0.81,2.21,train,1
0.94,0.91,1.08,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.72,0.82,0.94,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.45,0.9,0.84,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.09,0.85,1.04,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.5,0.94,1,train,1
1.03,0.94,0.88,train,1
0.05,0.05,0.05,train,1
0.98,0.97,0.99,train,1
1.02,0.93,0.97,train,1
0.05,0.05,0.05,train,1
0.15,0.92,1.19,train,1
0.05,0.05,0.05,train,1
0.09,0.92,1.18,train,1
0.24,0.91,1.2,train,1
1.03,0.96,0.95,train,1
1.03,0.92,0.97,train,1
0.42,0.92,1.06,train,1
0.05,0.05,0.05,train,1
0.88,0.94,0.98,train,1
0.05,0.05,0.05,train,1
0.81,0.98,1,train,1
0.98,0.92,0.9,train,1
1.05,0.94,0.98,train,1
0.12,0.87,1.19,train,1
0.28,0.95,1,train,1
0.05,0.05,0.05,train,1
0.98,0.93,1.03,train,1
0.05,0.05,0.05,train,1
0.27,0.95,1.26,train,1
1.52,1.01,0.82,train,1
0.18,0.88,0.86,train,1
0.19,0.91,0.85,train,1
0.05,0.05,0.05,train,1
1.07,0.94,1.02,train,1
1.51,1,1.01,train,1
0.11,0.84,0.94,train,1
0.89,0.96,0.83,train,1
0.29,0.93,0.94,train,1
0.05,0.05,0.05,train,1
0.34,0.91,1.02,train,1
0.89,0.98,0.96,train,1
1.03,1.02,1.13,train,1
0.4,0.87,0.73,train,1
0.34,0.93,0.84,train,1
0.94,0.92,1.06,train,1
0.94,0.92,1.04,train,1
0.05,0.05,0.05,train,1
0.1,0.99,1.18,train,1
0.93,0.93,0.99,train,1
0.22,0.92,1.35,train,1
0.82,0.97,0.91,train,1
0.05,0.05,0.05,train,1
0.99,0.95,0.96,train,1
0.98,0.93,1.08,train,1
0.49,0.88,0.97,train,1
0.24,0.88,1.01,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.88,0.96,0.97,train,1
0.79,0.99,1.17,train,1
1.01,0.99,0.91,train,1
0.67,0.97,0.9,train,1
0.05,0.05,0.05,train,1
0.92,0.95,0.98,train,1
0.53,0.95,0.94,train,1
0.83,0.95,1.24,train,1
1.06,0.93,0.85,train,1
0.58,1.05,1.24,train,1
0.77,0.97,1.06,train,1
0.67,0.99,1.23,train,1
0.05,0.05,0.05,train,1
0.49,0.98,0.86,train,1
0.62,0.97,0.97,train,1
0.85,0.97,0.91,train,1
0.53,0.87,1.38,train,1
0.05,0.05,0.05,train,1
1.1,0.92,0.82,train,1
0.8,0.93,1.04,train,1
0.61,0.87,1.24,train,1
0.65,1,1.01,train,1
0.54,1.15,1.15,train,1
0.51,1.07,1.09,train,1
0.91,0.92,0.98,train,1
0.27,0.88,1.17,train,1
0.66,0.9,1.15,train,1
0.88,0.89,1.03,train,1
0.8,0.89,1.14,train,1
0.87,0.98,1.04,train,1
0.71,0.97,1.38,train,1
0.94,0.94,0.98,train,1
0.99,0.88,1.06,train,1
0.97,0.89,1.02,train,1
1.05,0.94,1.02,train,1
1.06,0.84,1.07,train,1
1.2,1,1.01,train,1
0.9,0.99,0.96,train,1
0.68,0.95,0.91,train,1
0.91,0.93,0.97,train,1
1.18,0.93,0.97,train,1
0.42,0.99,1.03,train,1
1.01,0.93,1.15,train,1
0.58,0.89,1.24,train,1
0.793,1.678,0.759236468,train,1
0.737,1.904,0.843,test,5
0.395,1.871,0.33,train,3
0.42,2.255,1.104,train,4
0.193,1.998,0.256,train,4
1.13,2.634,1.448,train,7
0.37,1.809,0.338,train,3
0.102,1.786,0.119,train,4
0.232,2.482,0.198,train,3
0.78,0.99,1.34,train,1
0.85,1.01,1.07,train,1
0.44,0.97,1.29,train,1
0.94,0.94,1.01,train,1
0.97,0.94,1.06,train,1
0.73,0.92,1.38,train,1
0.97,0.98,1.12,train,1
1.16,0.94,0.95,train,1
1.12,0.94,0.92,train,1
0.71,1,1.03,train,1
0.93,1,1.07,train,1
0.78,0.96,0.95,train,1
0.75,0.95,1.08,train,1
0.99,0.49,0.76,train,1
0.43,0.45,0.56,train,1
0.74,0.38,0.72,train,1
0.05,0.05,0.05,train,1
0.83,0.56,0.59,train,1
0.81,0.73,0.97,train,1
0.92,0.58,0.54,train,1
0.17,0.63,3.09,train,1
0.9,0.65,0.89,train,1
0.78,0.43,0.6,train,1
0.96,0.54,0.74,train,1
0.86,0.71,0.74,train,1
0.76,0.41,0.74,train,1
1.15,0.6,0.61,train,1
0.38,0.45,0.72,train,1
0.78,0.61,0.66,train,1
0.3,0.63,1.52,train,1
0.47,0.84,1.04,train,1
0.86,0.81,0.91,train,1
1.01,0.87,0.84,train,1
0.74,0.83,1.17,train,1
0.78,0.81,0.99,train,1
1.15,0.9,1,train,1
0.94,0.93,1.03,train,1
1.04,0.94,0.96,train,1
1.01,0.9,1.04,train,1
0.99,0.81,0.97,train,1
1.08,0.87,0.84,train,1
0.9,0.83,1,train,1
1.03,0.91,1,train,1
0.89,0.85,0.9,train,1
1.57,0.95,1,train,1
1.1,0.9,0.87,train,1
0.61,0.77,1.07,train,1
0.92,0.77,0.83,train,1
1.02,1,1.24,train,1
0.05,0.05,0.05,train,1
0.51,0.82,1.21,train,1
0.91,2.43,0.37,train,1
0.05,0.05,0.05,train,1
1.02,0.93,1.16,train,1
0.84,0.97,1,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.82,0.91,1.2,train,1
0.77,0.92,1.13,train,1
0.05,0.05,0.05,train,1
0.9,0.97,1.05,train,1
1.08,0.96,0.92,train,1
0.92,0.92,1.15,train,1
0.93,0.96,0.96,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.84,0.9,1.16,train,1
0.84,0.94,0.8,train,1
0.18,0.95,2.01,train,1
0.59,0.96,1.13,train,1
0.47,1,1.26,train,1
0.76,0.99,1.07,train,1
1.05,1,1.23,train,1
0.77,1.01,1.13,train,1
0.68,0.98,1.18,train,1
0.7,1.06,1.19,train,1
0.59,0.94,1.06,train,1
0.72,0.94,1.23,train,1
0.4,0.97,1.06,train,1
0.61,1.02,1.34,train,1
1.05,1.01,1.09,train,1
0.81,1.02,1.1,train,1
0.49,0.99,1.22,train,1
0.44,1,1.29,train,1
0.8,1.06,1.08,train,1
0.79,1.11,1.18,train,1
1.02,0.34,0.69,train,1
0.8,0.56,0.75,train,1
0.59,0.05,0.6,train,1
0.86,0.07,0.54,train,1
0.78,0.33,0.77,train,1
0.6,0.05,0.62,train,1
0.89,0.26,0.7,train,1
1.22,0.84,0.76,train,1
1,0.93,0.96,train,1
1.05,0.4,0.74,train,1
1.01,0.14,0.62,train,1
0.05,0.05,0.05,train,1
0.97,0.33,0.7,train,1
1.08,0.92,0.85,train,1
0.87,0.38,0.79,train,1
0.95,0.9,0.87,train,1
0.05,0.05,0.05,train,1
0.67,0.23,0.81,train,1
0.62,0.27,0.81,train,1
0.14,0.1,7.91,train,1
0.72,0.08,0.89,train,1
1.09,0.05,1.04,train,1
1.05,0.05,1.04,train,1
1.05,0.05,1.11,train,1
1.26,0.05,0.91,train,1
1.05,0.87,0.96,train,1
0.93,0.14,1.13,train,1
0.87,0.08,1.2,train,1
1.13,0.28,0.94,train,1
1.1,0.05,1.03,train,1
0.87,0.05,0.79,train,1
1.14,0.47,1.01,train,1
1.08,0.96,1.06,train,1
1.05,0.32,1.01,train,1
1.14,0.44,0.99,train,1
1.02,0.23,1.01,train,1
0.96,0.05,1.16,train,1
1,0.05,1.01,train,1
0.51,0.81,1.11,train,1
0.57,0.94,1.02,train,1
0.15,0.72,1.61,train,1
0.29,0.87,1.76,train,1
0.4,0.85,1.18,train,1
0.45,0.84,1.21,train,1
0.05,0.05,0.05,train,1
0.7,0.95,1.12,train,1
0.8,0.95,1.19,train,1
0.9,0.94,1.21,train,1
0.4,0.72,1.27,train,1
0.05,0.05,0.05,train,1
0.53,0.82,1.19,train,1
0.9,0.87,1.08,train,1
0.53,0.87,1.14,train,1
0.54,0.84,1.17,train,1
0.62,0.81,1.24,train,1
0.42,0.83,1.19,train,1
0.41,0.95,1.38,train,1
1.03,0.05,0.23,train,1
1.09,0.05,0.18,train,1
1.7,0.05,0.05,train,1
1.19,0.05,0.11,train,1
1.05,0.05,0.16,train,1
1.34,0.05,0.3,train,1
1.16,0.05,0.35,train,1
0.8,0.05,0.64,train,1
0.83,0.05,0.57,train,1
1.06,0.05,0.39,train,1
1.77,0.1,0.06,train,1
0.81,0.05,0.16,train,1
1.17,0.05,0.46,train,1
0.05,0.05,0.05,train,1
1.96,0.05,0.11,train,1
1.4,0.05,0.25,train,1
0.98,0.05,0.49,train,1
0.86,0.05,0.08,train,1
0.05,0.05,0.05,train,1
1.17,0.89,1,train,1
1.09,0.88,0.91,train,1
1,0.51,0.98,train,1
1.12,0.89,0.87,train,1
1.11,0.96,1.02,train,1
1.04,0.84,1.02,train,1
0.98,0.96,1.07,train,1
1.22,0.88,0.98,train,1
1.38,0.92,0.93,train,1
1.03,0.77,0.98,train,1
0.05,0.05,0.05,train,1
1.14,0.94,0.96,train,1
1.16,0.95,0.97,train,1
1.09,0.89,0.92,train,1
0.98,0.71,1,train,1
1.04,0.77,1.04,train,1
1.04,0.93,1.03,train,1
1.18,0.92,0.94,train,1
0.34,0.56,1.34,train,1
0.54,0.74,0.97,train,1
0.43,0.55,0.83,train,1
0.22,0.71,1.55,train,1
0.19,0.68,1.48,train,1
0.11,0.25,1.99,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.09,0.82,2.51,train,1
0.25,0.67,1.27,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
0.69,0.83,1.21,train,1
1.09,0.96,0.98,train,1
0.14,0.67,1.85,train,1
0.14,0.19,1.61,train,1
0.13,0.35,1.7,train,1
0.05,0.05,0.05,train,1
0.05,0.05,0.05,train,1
1,0.88,0.97,train,1
0.76,0.92,1.07,train,1
0.95,0.88,1.02,train,1
1.33,0.87,0.95,train,1
0.83,0.97,1.05,train,1
1.23,0.93,0.92,train,1
0.93,0.94,0.98,train,1
0.93,1.01,1.04,train,1
0.99,1,0.91,train,1
1.02,0.95,0.86,train,1
1.2,0.95,0.94,train,1
0.84,0.92,0.89,train,1
0.97,0.98,0.94,train,1
1.07,0.97,0.86,train,1
0.36,0.86,1.12,train,1
0.86,0.98,1.03,train,1
0.86,0.98,0.93,train,1
0.88,0.95,0.89,train,1
0.99,0.99,0.88,train,1
0.96,0.99,0.95,train,1
0.81,0.99,1.07,train,1
0.96,0.95,0.92,train,1
0.84,0.96,1.04,train,1
0.8,0.97,0.99,train,1
0.93,1,0.95,train,1
0.74,0.95,0.91,train,1
0.71,0.99,1.24,train,1
0.05,0.05,0.05,train,1
0.8,0.98,1.11,train,1
0.98,0.98,0.91,train,1
0.87,0.94,0.92,train,1
0.83,0.97,0.95,train,1
1,0.98,0.89,train,1
0.88,0.96,1.01,train,1
0.96,1.04,0.91,train,1
0.91,1.03,0.88,train,1
0.78,1.02,0.92,train,1
0.93,1.02,0.92,train,1
0.85,0.96,1.04,train,1
1.46,1.02,0.87,train,1
0.36,0.97,1.3,train,1
0.95,0.96,1.04,train,1
0.89,0.98,1.07,train,1
0.77,1.02,1.03,train,1
1.29,0.96,0.95,train,1
1.16,0.96,0.98,train,1
1.2,0.98,1,train,1
0.5,0.96,1.04,train,1
0.9,0.95,1.08,train,1
0.63,0.96,0.93,train,1
0.05,0.05,0.05,train,1
0.9,0.98,1.04,train,1
0.87,0.99,0.97,train,1
0.05,0.05,0.05,train,1
1.2,0.96,0.89,train,1
1.15,0.93,0.96,train,1
1.19,1,1.04,train,1
0.88,0.97,1.16,train,1
0.05,0.05,0.05,train,1
0.98,0.97,0.98,train,1
0.05,0.05,0.05,train,1
0.79,0.96,1.31,train,1
1.04,0.83,0.94,train,1
0.81,0.96,1.2,train,1
1.05,0.99,1,train,1
0.94,0.96,1.18,train,1
0.96,0.97,1.15,train,1
0.05,0.05,0.05,train,1
1.01,0.97,0.95,train,1
0.96,0.99,1.14,train,1
1.17,0.98,0.93,train,1
0.9,0.98,1.03,train,1
1.01,0.96,0.93,train,1
0.95,0.96,1.08,train,1
0.92,0.94,1.14,train,1
1.44,0.92,0.85,train,1
0.744,1.118,1.238,train,8
1.014,1.534,1.757,test,5
0.584,0.666,1.158,train,7
0.598,2.282,0.929,train,8
0.62,3.004,1.235,train,7
0.793,2.035,1.528,train,6
0.602,3.431,1.323,test,6
0.705,3.448,1.781,train,4
0.671,2.74,1.29,train,6
0.667,3.168,1.112,train,7
0.704,0.637,1.331,train,7
0.375,0.566,0.656,train,8
0.439,0.348,0.39,train,9
0.532,1.638,0.861,test,7
0.529,1.722,0.719,train,8
0.389,1.487,0.486,train,8
0.719,2.298,1.381,test,7
0.633,1.248,0.899,train,8
0.778,1.808,1.48,train,6
0.754,1.554,1.299,test,8
0.949,1.808,1.766,train,6
0.48,2.571,0.612,train,8
0.617,2.743,1.296,train,7
0.719,3.184,1.031,train,7
0.822,2.804,1.708,test,6
0.757,3.696,1.606,train,7
0.735,2.046,1.375,test,6
0.515,1.806,0.816,test,8
0.749,2.079,1.467,train,6
0.537,3.117,0.606,train,8
0.497,3.857,1.286,train,8
0.606,2.785,1.252,train,6
0.473,3.093,0.6,train,8
0.556,3.927,1.187,train,7
0.615,2.378,1.133,test,7
0.635,2.193,1.29,train,6
0.753,3.475,1.619,train,5
0.681,3.957,1.074,train,7
0.569,3.576,0.773,train,8
0.735,3.514,1.666,train,4
0.537,4.274,1.687,train,8
0.054,3.734,0.548,train,7
0.154,4.486,0.93,train,10
0.168,3.461,0.997,train,8
0.231,4.301,1.109,train,7
0.188,4.457,1.097,train,9
0.295,4.676,1.202,test,10
0.163,3.993,0.848,train,9
0.233,5.156,1.465,train,7
0.055,4.162,0.468,test,6
0.234,3.696,1.06,train,8
0.154,3.964,0.788,train,6
0.914,5.687,1.871,test,5
0.723,5.07,1.373,train,7
0.095,3.591,0.752,train,8
0.071,2.952,0.763,train,7
0.148,4.181,0.89,train,6
0.051,3.253,0.779,train,8
0.061,4.815,0.56,train,6
0.254,5.459,1.525,train,6
0.293,4.206,0.888,train,7
0.079,4.123,0.721,train,7
0.137,4.081,0.811,train,6
0.622,0.901,1.344,train,8
0.708,1.074,1.346,train,9
0.607,0.721,0.938,train,10
0.83,1.446,1.533,train,7
0.536,0.787,1.215,train,8
0.694,0.719,1.301,train,9
0.715,3.158,1.252,train,10
0.7,2.533,1.386,train,7
0.692,3.045,1.137,train,9
0.624,2.238,1.003,train,9
0.918,2.374,1.632,train,6
0.927,2.405,1.655,train,7
0.779,3.04,1.298,train,7
0.592,2.937,1.106,train,8
0.588,3.242,1.248,train,7
0.642,3.76,1.303,train,8
0.666,3.393,1.639,train,5
0.651,2.763,1.255,train,7
0.649,3.334,1.196,train,8
0.653,2.989,1.586,train,6
0.806,0.943,1.531,train,9
0.497,0.696,0.901,train,9
0.548,0.658,0.983,train,10
0.579,0.736,1.185,train,9
0.574,1.758,0.911,train,9
