ec_number,pH,temperature,turnover_number,benchmark_split,full_conditioned_split
1.4.3.3,8.0,37.0,117.00000000000004,train,train
1.4.3.3,8.0,60.0,53.00000000000001,test,test
1.4.3.3,8.0,37.0,117.00000000000004,valid,valid
1.4.3.3,8.3,25.0,14.833329999999997,train,train
1.4.3.3,8.0,37.0,170.00000000000006,train,train
1.4.3.3,8.0,60.0,31.4,train,train
1.1.1.21,7.0,25.0,0.046925,train,train
1.1.1.21,7.0,25.0,0.0239999999999999,test,test
1.1.1.21,7.0,25.0,0.12,train,train
1.1.1.21,7.0,25.0,10.000000000000002,train,train
1.1.1.21,7.0,25.0,36.99999999999999,valid,valid
1.1.1.21,7.0,25.0,18.9,train,train
1.1.1.21,7.0,25.0,0.3,train,train
1.1.1.21,7.0,25.0,0.11,train,train
1.1.1.21,7.0,25.0,6.999999999999999,train,train
1.1.1.21,7.0,25.0,2.4,train,train
1.1.1.21,6.5,30.0,7.349999999999999,train,train
1.1.1.72,7.0,30.0,15.999999999999998,train,train
1.1.1.179,7.8,28.0,12.7,test,test
1.1.1.179,8.1,30.0,21.8,test,test
1.1.3.10,6.5,30.0,30.000000000000004,train,train
2.7.1.3,7.0,25.0,11.1,train,train
2.4.1.13,8.0,30.0,4.0,train,train
6.2.1.54,7.2,37.0,0.26,test,test
6.2.1.54,7.2,37.0,0.18,train,train
1.4.3.19,8.2,23.0,1.4,train,train
1.4.3.19,8.5,25.0,1.5,test,test
1.4.3.19,8.5,25.0,0.33,train,train
1.4.3.19,8.5,25.0,0.47,train,train
1.4.3.19,8.5,25.0,0.75,train,train
1.4.3.19,8.5,25.0,1.08,train,train
1.4.3.19,8.5,25.0,0.92,train,train
5.1.1.1,10.0,65.0,32.5,train,train
5.1.1.1,10.0,65.0,133.10000000000002,train,train
5.1.1.1,10.0,65.0,225.0,train,train
5.1.1.1,10.0,65.0,633.5000000000002,train,train
5.1.1.1,10.0,65.0,251.2,train,train
5.1.1.1,10.0,65.0,96.9,test,test
6.3.2.4,6.0,37.0,3.3,test,omit
6.3.2.4,6.0,37.0,7.499999999999999,train,omit
6.3.2.4,6.0,37.0,3.3,train,omit
6.3.2.4,6.0,37.0,11.830000000000002,train,omit
6.3.2.4,7.5,37.0,16.300000000000004,test,test
6.3.2.4,7.5,37.0,10.5,train,train
6.3.2.4,7.5,37.0,13.7,train,train
6.3.2.4,7.5,37.0,14.7,train,train
5.1.1.1,8.0,30.0,4.661111111111111,test,test
6.3.2.4,9.2,37.0,18.300000000000004,test,omit
6.3.2.4,9.2,37.0,20.0,train,omit
6.3.2.4,9.2,37.0,18.300000000000004,train,omit
6.3.2.4,9.2,37.0,26.7,train,omit
5.1.1.1,8.0,30.0,517.0,train,train
5.1.1.1,8.0,30.0,632.9999999999998,train,train
5.1.1.1,8.0,30.0,983.0,test,test
5.1.1.1,8.0,30.0,1017.0,valid,valid
6.3.2.4,8.0,30.0,1.9,train,train
1.4.3.3,8.0,25.0,8.3,train,train
1.4.3.3,8.0,25.0,9.48,train,train
1.4.3.3,8.3,25.0,14.7,train,omit
1.4.3.3,8.5,25.0,12.599999999999996,train,train
1.4.3.3,8.5,25.0,17.3,train,train
1.4.3.3,8.5,25.0,5.199999999999999,train,omit
6.3.2.4,8.0,37.0,0.0007299999999999,train,train
1.4.99.6,8.7,37.0,0.74,valid,valid
1.4.3.3,8.0,55.0,189.00000000000003,train,train
1.4.3.3,8.3,25.0,349.9999999999999,train,train
1.4.3.3,8.5,15.0,369.9999999999999,test,test
1.4.3.3,8.5,15.0,139.99999999999994,train,train
1.4.3.3,8.5,15.0,0.33,valid,valid
1.4.3.3,8.5,15.0,329.99999999999994,train,omit
1.4.3.3,8.5,25.0,6.9,train,train
1.4.3.3,8.5,25.0,66.99999999999997,valid,valid
1.4.3.3,8.5,25.0,0.63,train,train
1.4.3.3,8.5,25.0,15.0,train,train
1.4.3.3,8.5,25.0,25.0,train,train
1.4.3.3,8.5,25.0,48.00000000000001,train,train
1.4.3.3,8.5,25.0,74.99999999999997,train,train
1.4.3.3,8.5,25.0,9.2,train,train
1.4.3.3,8.5,25.0,3.7000000000000006,valid,valid
1.4.3.3,8.5,25.0,0.79,train,train
1.4.3.3,8.5,25.0,10.000000000000002,train,train
1.4.3.3,8.5,25.0,81.00000000000003,train,omit
5.1.1.1,8.2,25.0,70.00000000000003,train,train
1.4.3.3,8.3,25.0,10.000000000000002,train,train
6.3.2.4,9.0,40.0,0.092,train,train
6.3.2.4,9.0,40.0,0.0759999999999999,train,train
1.4.3.3,8.0,30.0,95.0,train,train
1.4.3.3,8.3,25.0,53.00000000000001,train,omit
5.1.1.21,5.5,37.0,939.0,train,train
4.1.2.42,8.1,50.0,25.0,train,train
5.1.1.6,8.5,30.0,3.81,train,train
5.1.1.6,8.5,30.0,4.29,test,test
5.3.1.14,7.0,65.0,14.2,train,train
5.3.1.14,8.5,60.0,0.74,train,train
5.3.1.14,7.0,65.0,68.10000000000002,train,train
5.3.1.14,8.0,75.0,81.00000000000003,train,train
5.3.1.14,9.0,35.0,7.400000000000001,train,train
5.3.1.14,9.0,35.0,3.8,test,test
5.3.1.14,9.0,35.0,2.7,train,train
5.3.1.14,9.0,35.0,9.8,train,train
5.3.1.14,9.0,35.0,21.200000000000003,train,train
5.3.1.14,7.0,65.0,33.9,train,train
2.4.1.281,6.5,37.0,0.667,train,train
1.1.1.407,9.0,25.0,1.9,train,train
1.1.1.1,7.9,25.0,0.19,train,train
1.1.1.67,10.0,25.0,161.99999999999991,train,train
1.1.1.11,8.5,25.0,876.0000000000002,train,train
3.1.1.120,7.1,31.0,2.0,test,test
3.1.1.120,8.3,31.0,59.000000000000014,test,omit
1.1.3.37,7.5,22.0,10.8,test,test
1.1.1.107,8.0,30.0,175.00000000000006,train,train
1.1.1.435,8.0,30.0,21.0,train,train
1.1.1.67,7.4,25.0,0.0017,train,train
1.1.1.67,7.4,25.0,7.300000000000001,train,train
1.1.1.67,7.4,25.0,0.044,train,train
1.1.1.67,7.4,25.0,0.0028999999999999,valid,valid
1.1.1.67,7.4,25.0,0.092,train,train
1.1.1.67,7.4,25.0,0.0012999999999999,train,train
1.1.1.67,7.4,25.0,0.29,train,train
1.1.1.67,7.4,25.0,0.0339999999999999,train,train
1.1.1.67,7.4,25.0,0.37,train,train
1.1.1.67,7.4,25.0,0.06,train,train
1.1.1.67,7.4,25.0,5.5,train,train
1.1.1.67,7.4,25.0,6.59,train,train
1.1.1.1,7.9,25.0,0.0018999999999999,valid,valid
1.1.1.250,8.5,85.0,14.849999999999998,train,train
1.4.99.6,5.5,25.0,1.4,train,train
1.4.99.6,6.5,25.0,23.0,valid,valid
1.4.99.6,8.7,25.0,420.0,train,train
1.4.99.6,8.7,25.0,204.0,train,train
1.4.99.6,8.7,25.0,204.0,valid,valid
1.4.99.6,8.7,37.0,1.27,train,train
1.4.99.6,10.0,25.0,289.99999999999994,train,omit
1.4.99.6,10.0,25.0,210.0,valid,omit
1.4.3.3,8.0,55.0,45.60000000000001,train,train
1.4.3.3,8.5,25.0,3.2,train,train
1.4.3.3,8.5,25.0,7.300000000000001,train,train
1.4.3.3,8.5,25.0,0.43,train,train
1.4.3.3,8.5,25.0,2.6,train,train
1.4.3.3,8.5,25.0,13.999999999999996,test,test
1.4.3.3,8.5,25.0,8.599999999999998,train,train
1.4.3.3,8.5,25.0,2.1,train,train
1.4.3.3,8.5,25.0,3.6,train,train
1.4.3.3,8.5,25.0,3.35,train,train
1.4.3.3,8.5,25.0,20.0,train,train
3.5.1.1,8.5,85.0,3377.999999999999,train,train
1.1.5.2,7.5,70.0,159.99999999999994,train,train
1.1.5.2,7.5,70.0,186.00000000000009,train,train
1.1.5.2,7.5,70.0,1042.0,train,train
1.4.3.3,8.5,25.0,0.77,train,train
1.4.3.3,8.5,25.0,8.5,train,train
1.4.3.3,8.5,25.0,11.3,train,train
1.4.3.3,8.5,25.0,5.8,train,train
4.4.1.15,7.4,30.0,5.199999999999999,train,train
2.7.1.220,8.0,25.0,15.999999999999998,train,train
1.1.1.410,8.0,25.0,19.0,train,train
1.1.1.410,8.0,25.0,3.0000000000000004,valid,valid
1.1.1.10,7.0,25.0,4.999999999999999,train,train
1.1.1.431,7.0,45.0,164.99999999999994,train,train
1.1.1.10,7.0,25.0,0.43,train,train
1.1.1.10,7.0,25.0,23.0,train,train
1.1.1.10,7.0,25.0,17.999999999999996,train,train
1.1.1.10,7.0,25.0,17.999999999999996,train,train
1.1.1.67,7.1,25.0,85.99999999999997,train,train
5.1.3.31,8.5,35.0,41.04999999999999,train,train
5.1.3.31,8.5,35.0,42.60000000000001,train,train
5.1.3.30,8.0,65.0,273.0,train,train
2.7.1.1,9.0,36.0,1.5,train,train
2.7.1.4,7.0,37.0,14.3,train,train
5.1.3.30,7.0,55.0,59.000000000000014,train,train
2.4.1.7,7.0,30.0,0.7007,train,train
2.4.1.7,7.0,30.0,1.0403,train,train
2.4.1.7,7.0,30.0,72.0,train,train
2.4.1.339,6.0,30.0,3.9,train,train
1.1.3.10,6.5,30.0,1.88,train,train
5.1.3.30,8.0,55.0,55.899999999999984,train,train
1.1.1.431,5.0,30.0,471.99999999999983,train,train
5.3.1.15,7.5,40.0,4297.000000000003,train,train
2.7.1.1,8.0,30.0,3.69,train,train
2.4.1.340,5.0,30.0,2.0,train,train
5.3.1.15,6.5,65.0,17.2,train,train
1.1.1.67,6.1,90.0,1.15,train,train
2.7.1.4,8.5,30.0,4695.500000000002,test,test
5.1.3.30,7.5,60.0,349.9999999999999,valid,valid
4.1.2.13,7.8,22.0,0.11,train,train
4.1.2.13,7.8,22.0,0.17,train,train
4.1.2.13,7.8,22.0,2.67,train,train
4.1.2.13,7.8,22.0,0.01,train,train
4.1.2.13,7.8,22.0,0.45,train,train
4.1.2.13,7.8,22.0,12.0,train,train
2.4.1.13,7.5,30.0,21.5,train,train
5.1.2.7,8.5,22.0,6.499999999999999,train,train
1.1.1.121,7.4,50.0,8.699999999999998,train,train
4.2.1.140,6.0,70.0,1.08,train,train
2.7.1.6,7.5,37.0,25.0,train,train
2.7.1.6,7.5,37.0,0.2,valid,valid
2.7.1.6,7.5,37.0,3.4,train,train
2.7.1.6,7.5,37.0,18.1,valid,valid
2.7.1.6,7.5,37.0,0.3,train,train
2.7.1.6,7.5,37.0,4.0,train,train
2.7.1.6,7.5,37.0,1.9,train,train
1.1.1.121,7.4,50.0,0.31,test,test
1.1.99.29,7.5,30.0,28.700000000000003,train,train
5.3.1.4,9.5,95.0,40.35,train,train
1.1.1.376,9.0,30.0,22.9,train,train
5.1.3.2,7.5,35.0,0.0002599999999999,train,train
1.1.3.9,7.0,25.0,503.0,train,train
1.1.3.9,7.0,30.0,399.9999999999999,train,omit
1.1.3.9,7.0,30.0,12243.000000000004,train,train
5.3.1.4,8.0,60.0,36.63000000000001,valid,valid
5.3.1.4,8.0,55.0,17.4,valid,valid
5.3.1.4,8.0,55.0,104.10000000000002,train,train
2.7.1.6,8.0,37.0,3.9,train,train
2.7.1.6,8.0,37.0,1.8,train,train
2.7.1.6,8.0,37.0,1.1,train,train
2.7.1.6,8.0,37.0,0.4,train,train
2.7.1.6,8.0,37.0,2.0,train,train
2.7.1.6,8.0,37.0,8.699999999999998,test,test
1.1.99.29,7.5,30.0,25.700000000000003,train,train
1.1.99.29,7.5,30.0,42.29999999999999,train,train
1.1.3.10,6.5,30.0,1.02,train,train
1.1.3.10,6.5,30.0,4.87,train,train
1.1.5.2,8.0,50.0,4.3,train,train
1.1.1.431,5.0,30.0,373.33333333333314,train,train
5.3.1.4,7.5,60.0,4.9,test,test
1.1.1.307,6.5,30.0,6.499999999999999,train,train
1.1.1.121,7.4,50.0,8.249999999999998,train,train
1.1.5.2,7.5,70.0,159.99999999999994,train,train
1.1.5.2,7.5,70.0,193.0,test,test
1.1.5.2,7.5,70.0,823.0,train,train
1.1.3.10,6.5,30.0,0.27,valid,valid
1.1.3.10,6.5,30.0,2.56,train,train
1.1.3.10,6.5,30.0,2.34,train,train
1.1.3.10,6.5,30.0,2.36,train,train
1.1.3.10,6.5,30.0,2.59,train,train
1.1.3.10,6.5,30.0,1.99,train,train
1.1.3.10,6.5,30.0,2.9,train,train
1.1.3.10,6.5,30.0,2.51,train,train
1.1.3.10,6.5,30.0,2.48,train,train
1.1.3.10,6.5,30.0,3.74,test,test
1.1.3.10,6.5,50.0,85.86999999999996,valid,omit
1.1.3.10,6.5,50.0,10.055,test,omit
1.1.3.10,6.5,60.0,5.92,train,train
1.1.3.10,6.5,60.0,3.51,train,train
1.1.3.10,6.5,60.0,2.84,train,train
1.1.3.10,6.5,60.0,6.57,train,train
1.1.3.10,6.5,60.0,2.59,train,omit
1.1.3.10,6.5,60.0,2.51,test,omit
1.1.3.10,7.0,25.0,1.7000000000000002,train,train
1.1.3.10,7.0,25.0,0.9,train,train
1.1.3.10,7.0,25.0,7.1000000000000005,test,test
1.1.3.10,7.0,25.0,0.75,test,omit
1.1.1.307,7.0,25.0,5.9,train,train
5.3.1.4,7.5,35.0,28.4,train,train
1.1.1.19,7.5,37.0,11.499999999999998,train,train
1.1.1.19,7.5,37.0,11.250000000000002,train,train
4.2.1.40,7.5,22.0,0.19,train,train
4.2.1.40,7.5,22.0,0.0159999999999999,train,train
4.2.1.40,7.5,22.0,0.022,test,test
4.2.1.40,7.5,22.0,0.004,train,train
4.2.1.40,7.5,22.0,1.0,train,train
4.2.1.40,7.5,22.0,1.8,train,train
4.2.1.40,7.5,22.0,0.0003299999999999,train,train
4.2.1.40,7.5,22.0,0.02,train,train
4.2.1.40,7.5,22.0,0.005,train,train
4.2.1.40,7.5,22.0,0.001,train,train
4.2.1.40,7.5,22.0,34.99999999999999,train,train
1.1.1.411,8.0,25.0,22.4,train,train
2.4.1.321,6.0,30.0,145.99999999999997,train,omit
2.4.1.321,6.5,30.0,145.99999999999997,train,train
4.2.1.140,6.0,70.0,10.4,train,train
2.4.1.321,6.5,30.0,24.000000000000004,test,test
2.4.1.321,6.5,30.0,129.99999999999997,train,train
1.1.1.1,7.9,25.0,0.98,train,train
2.4.1.321,6.5,30.0,173.00000000000006,train,train
2.4.1.321,6.0,30.0,173.00000000000006,train,omit
2.7.1.2,9.5,30.0,293.50000000000006,train,train
2.7.1.147,7.5,70.0,119.99999999999996,train,train
2.7.1.147,7.5,80.0,119.99999999999996,train,omit
1.1.1.121,7.4,50.0,0.62,test,test
1.1.5.2,7.5,70.0,104.0,train,train
1.1.5.2,7.5,70.0,117.00000000000004,train,train
1.1.5.2,7.5,70.0,197.0,train,train
2.4.1.31,6.0,40.0,1.4,train,train
1.1.99.29,7.5,30.0,33.7,train,train
2.7.1.63,7.5,28.0,48.2,test,test
1.1.5.9,6.5,25.0,780.0000000000001,train,train
1.1.1.47,8.0,25.0,87.83999999999997,train,train
2.4.1.20,6.6,37.0,5.3,train,train
2.4.1.20,6.6,37.0,6.299999999999999,train,train
2.7.1.1,9.0,36.0,10.8,valid,valid
2.7.1.1,9.0,36.0,39.7,valid,valid
2.7.1.1,9.0,36.0,219.00000000000003,train,train
1.1.1.119,8.8,40.0,0.26,train,train
1.1.1.119,8.8,40.0,0.2,train,train
1.1.1.119,8.8,40.0,0.5,train,train
2.7.1.1,7.4,30.0,54.00000000000001,valid,valid
2.7.1.1,7.4,30.0,24.000000000000004,train,train
2.7.1.1,7.4,30.0,74.00000000000003,train,train
2.7.1.1,7.4,37.0,61.00000000000001,valid,omit
2.7.1.1,7.4,37.0,46.8,train,train
2.7.1.1,7.4,37.0,17.4,valid,valid
2.7.1.1,7.4,37.0,42.1,train,train
2.7.1.1,7.4,37.0,34.00000000000001,train,omit
2.7.1.1,7.4,37.0,60.39999999999999,train,train
2.7.1.1,7.4,37.0,80.7,train,omit
2.7.1.1,7.6,25.0,56.00000000000002,valid,valid
2.7.1.1,7.6,25.0,40.1,train,omit
1.1.99.29,7.5,30.0,45.3,train,train
1.1.99.29,7.5,30.0,43.52,train,train
1.1.3.10,6.5,30.0,6.920000000000001,train,train
2.7.1.147,7.8,40.0,4.999999999999999,valid,valid
2.7.1.147,7.8,25.0,13.999999999999996,train,train
2.7.1.147,7.8,30.0,23.0,train,train
2.7.1.147,7.8,40.0,8.950000000000001,valid,valid
2.7.1.147,7.8,40.0,1.4,train,train
2.7.1.2,7.5,30.0,0.1094999999999999,train,train
2.7.1.63,8.5,28.0,0.0065999999999999,train,train
2.7.1.2,9.5,30.0,257.69999999999993,train,train
2.7.1.2,7.4,22.0,36.50000000000001,train,train
2.4.1.8,7.0,50.0,3.8,train,train
2.4.1.8,7.0,50.0,49.400000000000006,train,train
2.4.1.31,7.0,45.0,15.400000000000002,train,train
1.1.3.10,6.5,30.0,83.10000000000001,train,train
1.1.1.47,7.0,30.0,111.99999999999996,valid,valid
1.1.1.47,7.0,30.0,119.00000000000004,valid,valid
1.1.1.47,7.0,30.0,82.60000000000002,valid,valid
1.1.1.47,7.0,30.0,89.59999999999997,train,train
1.1.1.47,7.0,30.0,82.4,valid,valid
1.1.1.47,7.0,30.0,84.4,train,train
1.1.1.47,7.0,30.0,81.9,train,train
1.1.1.47,8.0,25.0,316.9999999999999,valid,valid
1.1.1.47,8.0,25.0,334.0000000000001,train,omit
1.1.1.47,8.0,25.0,351.9999999999999,train,train
1.1.1.47,8.0,25.0,395.00000000000006,train,train
1.1.5.2,8.0,50.0,4.1,train,train
2.7.1.2,8.5,50.0,289.00000000000006,test,test
2.4.1.281,6.5,37.0,19.3,train,train
2.4.1.281,6.5,37.0,126.0,valid,valid
1.1.1.431,5.0,30.0,1966.666666666668,train,train
2.7.1.2,7.5,37.0,0.3126666666666667,train,train
2.7.1.1,8.0,30.0,4.154999999999999,train,train
2.7.1.60,8.5,25.0,59.99999999999999,train,train
2.7.1.63,7.7,28.0,0.275,train,train
1.1.1.119,9.0,25.0,0.2049999999999999,train,train
1.1.1.119,9.0,25.0,0.085,train,train
1.1.1.119,9.0,25.0,0.11,test,test
1.1.1.119,9.0,80.0,8.358350000000002,train,omit
1.1.1.119,9.0,80.0,4.85485,train,omit
1.1.1.119,9.0,80.0,5.05505,test,omit
1.1.1.307,6.5,30.0,2.7,train,train
2.7.1.11,7.5,50.0,104.0,train,train
2.7.1.147,7.5,70.0,248.00000000000009,train,train
2.7.1.147,7.5,80.0,248.00000000000009,train,omit
2.7.1.147,7.8,40.0,42.00000000000001,valid,valid
2.4.1.20,7.5,75.0,30.3,train,train
1.1.1.121,7.4,50.0,3.85,train,train
1.1.5.2,7.5,70.0,338.9999999999999,train,train
1.1.5.2,7.5,70.0,316.00000000000006,test,test
1.1.5.2,7.5,70.0,1054.0000000000002,train,train
2.7.1.1,7.0,37.0,3.47,train,train
1.1.3.10,6.0,25.0,0.0059999999999999,train,omit
1.1.3.10,6.5,30.0,220.99999999999991,train,train
1.1.3.10,6.5,30.0,10.616,valid,valid
1.1.3.10,6.5,30.0,11.869999999999996,train,train
1.1.3.10,6.5,30.0,52.10000000000001,train,train
1.1.3.10,6.5,30.0,43.9,train,train
1.1.3.10,6.5,30.0,33.10000000000001,train,train
1.1.3.10,6.5,30.0,76.17499999999998,train,train
1.1.3.10,6.5,30.0,7.669999999999998,valid,valid
1.1.3.10,6.5,30.0,73.77500000000002,train,train
1.1.3.10,6.5,30.0,35.9,train,train
1.1.3.10,6.5,30.0,28.5,train,train
1.1.3.10,6.5,30.0,59.000000000000014,train,train
1.1.3.10,6.5,30.0,46.49999999999999,train,train
1.1.3.10,6.5,30.0,31.7,train,train
1.1.3.10,6.5,30.0,120.87142857142852,test,test
1.1.3.10,6.5,50.0,39.825,valid,omit
1.1.3.10,6.5,50.0,336.95,test,omit
1.1.3.10,6.5,60.0,16.8,train,train
1.1.3.10,6.5,60.0,12.500000000000002,train,train
1.1.3.10,6.5,60.0,6.81,train,train
1.1.3.10,6.5,60.0,88.6,train,train
1.1.3.10,6.5,60.0,35.9,train,omit
1.1.3.10,6.5,60.0,48.10000000000001,test,omit
1.1.3.10,7.0,4.0,0.06,train,train
1.1.3.10,7.0,4.0,5.6,train,omit
1.1.3.10,7.0,4.0,9.699999999999998,test,omit
1.1.3.10,7.0,25.0,0.018,train,train
1.1.3.10,7.0,25.0,0.7,train,train
1.1.3.10,7.0,25.0,9.699999999999998,train,train
1.1.3.10,7.0,25.0,13.800000000000002,test,test
1.1.3.10,7.0,25.0,15.3,test,omit
1.1.3.10,8.0,25.0,0.0569999999999999,train,omit
1.1.3.10,9.5,25.0,0.63,train,omit
1.1.3.10,10.25,25.0,1.6,train,omit
1.1.3.10,10.5,25.0,2.13,train,omit
1.1.3.10,6.5,30.0,2.9,test,test
1.1.3.10,6.5,30.0,8.5,train,train
1.1.3.10,6.5,30.0,7.599999999999998,train,train
1.1.3.10,6.5,30.0,6.1,train,train
2.7.1.2,7.2,22.0,7.800000000000002,train,train
2.4.1.281,6.5,37.0,39.79999999999999,train,train
1.1.1.119,8.8,40.0,0.047,train,train
1.1.1.119,8.8,40.0,0.9,test,test
1.1.1.119,8.8,40.0,0.57,train,train
1.1.1.119,8.8,40.0,0.0719999999999999,train,train
1.1.1.119,8.8,40.0,0.26,train,train
1.1.1.292,6.5,30.0,63.2,train,train
2.4.1.321,6.5,30.0,34.60000000000001,test,test
2.4.1.321,6.5,30.0,43.0,test,test
2.4.1.321,6.0,30.0,43.0,test,omit
1.1.1.19,7.5,37.0,4.43,train,train
1.1.1.19,7.5,37.0,12.45,train,train
1.1.1.19,7.5,37.0,2.3,train,train
5.1.1.3,8.0,25.0,0.43,train,train
5.1.1.3,8.0,25.0,1.3,valid,valid
4.2.1.48,8.0,37.0,35.60000000000001,train,train
5.1.1.3,7.6,37.0,12.599999999999996,valid,valid
1.4.3.3,8.0,55.0,90.70000000000002,train,train
3.5.1.1,8.5,85.0,1361.9999999999998,train,train
1.2.1.89,7.0,37.0,379.9,test,test
2.7.1.28,7.5,37.0,0.1599999999999999,train,train
2.7.1.28,7.5,37.0,2.09,train,train
2.7.1.28,7.5,37.0,2.27,test,test
2.7.1.28,7.5,37.0,0.74,train,train
2.7.1.28,7.5,37.0,4.83,test,test
1.2.1.89,6.9,58.0,10.000000000000002,train,train
4.1.2.55,6.0,50.0,15.699999999999998,train,train
4.1.2.55,6.0,50.0,4.4,train,train
1.2.1.5,8.0,80.0,0.92,train,train
1.2.1.89,6.9,58.0,26.000000000000004,test,test
1.1.1.381,9.0,30.0,2.01,train,train
2.4.1.352,6.5,42.0,127.99999999999996,train,train
1.2.1.89,6.9,58.0,12.0,train,train
1.1.1.387,11.0,37.0,5.8,test,test
1.1.5.12,7.4,30.0,7.999999999999998,train,train
2.4.1.269,7.0,23.0,0.1149999999999999,train,train
2.4.1.269,7.0,23.0,0.183,train,train
2.4.1.269,7.0,23.0,0.0229999999999999,test,test
2.4.1.269,7.0,23.0,0.055,train,train
2.4.1.269,7.0,23.0,0.06,train,train
2.4.1.269,7.0,23.0,0.075,train,train
2.4.1.269,7.0,23.0,0.0649999999999999,train,train
2.4.1.269,7.0,23.0,0.017,test,test
2.4.1.269,7.0,23.0,0.0229999999999999,valid,valid
2.4.1.269,7.0,23.0,0.077,train,train
2.4.1.269,7.0,23.0,0.175,valid,valid
2.4.1.269,7.0,23.0,0.25,train,train
2.4.1.269,7.0,23.0,0.0669999999999999,train,train
2.4.1.269,7.0,23.0,0.07,valid,valid
2.4.1.269,7.0,23.0,0.1349999999999999,train,train
2.4.1.269,7.0,23.0,0.8506666666666667,test,test
1.2.1.89,6.9,58.0,20.0,train,train
2.4.1.269,7.8,25.0,1.02,train,train
2.4.1.269,7.8,65.0,6.499999999999999,train,omit
4.2.1.176,7.5,30.0,3.0000000000000004,train,train
1.14.99.52,8.0,26.0,0.78,train,train
5.1.1.24,7.0,30.0,185.39999999999995,train,train
1.4.99.6,8.7,25.0,34.99999999999999,test,test
1.4.99.6,8.7,37.0,0.84,train,train
6.3.3.5,8.0,30.0,859.9999999999999,test,test
1.4.3.3,8.5,25.0,0.0899999999999999,train,train
1.1.5.12,7.4,30.0,119.99999999999996,valid,valid
2.4.1.269,7.0,23.0,0.017,train,train
2.4.1.269,7.8,25.0,0.0025999999999999,train,train
2.4.1.69,7.6,30.0,0.0669999999999999,train,train
2.4.1.152,7.6,37.0,5.97,train,train
2.4.1.152,7.6,37.0,5.62,valid,valid
2.4.1.152,7.6,37.0,4.0,train,train
2.4.1.152,7.6,37.0,4.03,train,train
2.4.1.152,7.6,37.0,2.85,train,train
2.4.1.152,7.6,37.0,2.25,train,train
1.4.99.6,6.0,25.0,0.0609999999999999,train,omit
1.4.99.6,8.7,25.0,6.4,train,train
1.4.99.6,10.0,25.0,55.000000000000014,train,omit
5.1.1.2,5.0,75.0,108.00000000000004,train,train
6.2.1.5,7.4,30.0,2.1,test,test
6.2.1.5,7.4,30.0,1.7,train,train
6.2.1.5,7.4,30.0,1.2,train,train
1.1.3.41,7.5,25.0,2.5,train,train
1.1.1.67,10.0,25.0,212.0,train,train
1.1.1.11,8.5,25.0,35.3,train,train
1.1.1.67,7.4,25.0,0.001,train,train
1.1.1.67,7.4,25.0,3.99,train,train
1.1.1.67,7.4,25.0,0.209,train,train
1.1.1.67,7.4,25.0,0.39,train,train
1.1.1.67,7.4,25.0,0.21,train,train
1.1.1.67,7.4,25.0,0.00083,train,train
1.1.1.67,7.4,25.0,0.49,train,train
1.1.1.67,7.4,25.0,0.018,train,train
1.1.1.67,7.4,25.0,0.19,train,train
1.1.1.67,7.4,25.0,0.096,train,train
1.1.1.67,7.4,25.0,3.22,train,train
1.1.1.67,7.4,25.0,4.39,train,train
1.1.3.41,7.5,25.0,9.2,train,train
1.1.1.1,7.9,25.0,0.53,train,train
2.4.1.339,6.0,30.0,31.0,train,train
1.1.99.29,7.5,30.0,13.31,train,train
5.3.1.15,8.0,40.0,43.0,valid,valid
5.3.1.8,7.5,40.0,3748.0,train,train
5.3.1.15,7.5,75.0,2.97,valid,valid
2.7.1.1,9.0,36.0,0.025,train,train
1.1.99.29,7.5,30.0,22.1,train,train
1.1.99.29,7.5,30.0,27.4,train,train
2.7.1.63,7.5,28.0,0.21,test,test
1.1.5.2,8.0,50.0,3.1,train,train
5.3.1.15,7.5,40.0,16169.999999999987,test,test
2.7.1.1,8.0,30.0,3.78,train,train
5.3.1.15,6.5,65.0,94.80000000000004,train,train
1.1.5.2,7.5,70.0,264.99999999999994,train,train
1.1.5.2,7.5,70.0,261.00000000000006,test,test
1.1.5.2,7.5,70.0,1627.0,train,train
2.4.1.281,6.5,37.0,5.119999999999999,train,train
1.4.99.6,8.7,25.0,154.00000000000006,test,test
1.4.3.3,8.0,55.0,119.99999999999996,train,train
5.1.1.2,5.0,75.0,85.99999999999997,train,train
5.1.1.2,8.0,80.0,1.8,train,train
5.1.1.5,8.0,30.0,1.83,train,train
2.6.1.13,8.0,37.0,0.42,train,train
1.4.3.3,8.3,25.0,15.499999999999998,train,train
1.4.99.6,8.7,25.0,74.99999999999997,train,train
1.4.99.6,8.7,37.0,1.1,train,train
1.4.3.3,8.0,30.0,1.72,valid,valid
1.4.3.3,8.0,30.0,5.19,train,train
1.4.3.19,8.2,23.0,1.69,train,train
1.4.3.19,8.5,25.0,1.35,train,train
1.4.3.19,8.5,25.0,0.62,train,train
1.4.3.19,8.5,25.0,0.38,valid,valid
1.4.3.19,8.5,25.0,0.3,train,train
1.4.3.19,8.5,25.0,1.23,train,train
1.4.3.19,8.5,25.0,0.5,test,test
5.1.1.4,8.0,50.0,2.48,train,train
5.1.1.4,8.0,50.0,0.119,train,train
1.4.3.3,8.0,25.0,29.53,train,train
1.4.3.3,8.0,25.0,26.57,valid,valid
1.4.99.6,8.7,37.0,0.97,train,train
5.1.1.4,8.0,50.0,0.29,train,train
